group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"1159","Control. subst. endangerment","Concerning the crime of endangerment with a controlled substance.","","1159","HB 1159","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Leavitt","2025-01-13","2025-01-13","","","0","0","0","9a.42.010|9a.42.100"
"1160","Local gov. design review","Concerning local government design review.","","1160","HB 1160","RULES","","","H","Returned to Rules Committee for second reading.","1","Walen","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","36.70a.630|36.70a.635|36.70b.020"
"1160","Local gov. design review","Concerning local government design review.","","1160","SHB 1160","RULES","","","H","Returned to Rules Committee for second reading.","1","Walen","2025-02-05","2025-03-19","","","0","0","0","36.70a.030|36.70a.630|36.70a.635|36.70b.020"
"1161","Veteran employability","Establishing the veteran employability training and career advancement for reentry program.","","1161","HB 1161","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Ryu","2025-01-13","2025-01-24","SFN","","0","0","0",""
"1161","Veteran employability","Establishing the veteran employability training and career advancement for reentry program.","","1161","SHB 1161","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Ryu","2025-01-21","2025-01-24","SFN","","0","0","0",""
"1162 / 5162","Health care work violence","Concerning workplace violence in health care settings.","","1162","HB 1162","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Leavitt","2025-01-13","2025-03-05","SFN,Loc","","0","0","0","49.19|49.19.020"
"1162 / 5162","Health care work violence","Concerning workplace violence in health care settings.","","1162","SB 5162","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Lovick","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","49.19|49.19.020"
"1162","Health care work violence","Concerning workplace violence in health care settings.","2SHB 1162","1162","SHB 1162","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Leavitt","2025-01-22","2025-03-05","SFN,Loc","","0","0","0","49.19|49.19.020"
"1162","Health care work violence","Concerning workplace violence in health care settings.","2SHB 1162","1162","2SHB 1162","ENACTED","","","","Effective date 1/1/2026.","1","Leavitt","2025-02-25","2025-05-17","SFN,Loc","","0","0","0","49.19|49.19.020"
"1163 / 5140","Firearm purchase","Enhancing requirements relating to the purchase, transfer, and possession of firearms.","","1163","HB 1163","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Berry","2025-01-13","2025-03-07","SFN,Loc","","0","0","0","43.43|43.43.580|43.43.590|7.105.350|9.41|9.41.047|9.41.070|9.41.075|9.41.090|9.41.097|9.41.0975|9.41.110|9.41.1132|9.41.129|9.41.270"
"1163 / 5140","Firearm purchase","Enhancing requirements relating to the purchase, transfer, and possession of firearms.","","1163","SB 5140","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Liias","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","43.43|43.43.580|43.43.590|7.105.350|9.41|9.41.047|9.41.070|9.41.075|9.41.090|9.41.097|9.41.0975|9.41.110|9.41.1132|9.41.129|9.41.270"
"1163","Firearm purchase","Enhancing requirements relating to the purchase, transfer, and possession of firearms.","E2SHB 1163","1163","SHB 1163","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Berry","2025-01-31","2025-03-07","SFN,Loc","","0","0","0","43.43|43.43.580|43.43.590|7.105.350|9.41|9.41.047|9.41.070|9.41.075|9.41.090|9.41.097|9.41.0975|9.41.110|9.41.1132|9.41.129|9.41.270"
"1163","Firearm purchase","Enhancing requirements relating to the purchase, transfer, and possession of firearms.","E2SHB 1163","1163","2SHB 1163","OTHER","","","H","","0","Berry","2025-02-27","","SFN,Loc","","0","0","0","43.43|43.43.580|43.43.590|7.105.350|9.41|9.41.047|9.41.070|9.41.075|9.41.090|9.41.097|9.41.0975|9.41.110|9.41.1132|9.41.129|9.41.270"
"1163","Firearm purchase","Enhancing requirements relating to the purchase, transfer, and possession of firearms.","E2SHB 1163","1163","E2SHB 1163","ENACTED","","","","Effective date 5/1/2027*.","1","Berry","2025-02-27","2025-05-20","SFN,Loc","","0","0","0","43.43|43.43.580|43.43.590|7.105.350|9.41|9.41.047|9.41.070|9.41.075|9.41.090|9.41.097|9.41.0975|9.41.110|9.41.1132|9.41.129|9.41.270"
"1164","Urban growth area boundaries","Expanding urban growth area boundaries for residential development.","","1164","HB 1164","COMMITTEE","LG","true","H","First reading, referred to Local Government.","1","Connors","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","36.70a|36.70a.110|36.70a.130"
"1165","Property tax exemptions","Expanding access to the property tax exemption program for seniors, people retired due to disability, and veterans with disabilities.","","1165","HB 1165","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Shavers","2025-01-13","2025-01-13","SFN,Loc","","0","0","0",""
"1166","DOC reentry education","Establishing the providing effective education for reentry success act.","","1166","HB 1166","COMMITTEE","PEW","true","H","First reading, referred to Postsecondary Education & Workforce.","1","Shavers","2025-01-13","2025-01-13","SFN","","0","0","0","28b.50|72.09.460|72.09.465|72.09.480"
"1167","Maritime careers task force","Directing the statewide career and technical education task force to consider educational opportunities for careers in maritime professions.","HB 1167","1167","HB 1167","ENACTED","","","","Effective date 7/27/2025.","1","Shavers","2025-01-13","2025-05-13","SFN","","0","0","0",""
"1168","Artificial intelligence info","Increasing transparency in artificial intelligence.","","1168","HB 1168","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Shavers","2025-01-13","2025-01-31","SFN","","0","0","0",""
"1168","Artificial intelligence info","Increasing transparency in artificial intelligence.","","1168","SHB 1168","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Shavers","2025-01-28","2025-01-31","SFN","","0","0","0",""
"1169 / 5105","Fabricated depictions/minors","Concerning offenses involving fabricated depictions of minors.","","1169","HB 1169","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Leavitt","2025-01-13","2025-01-13","","","0","0","0","9.68a.011|9.68a.050|9.68a.053|9.68a.060|9.68a.070|9.68a.075|9.68a.110"
"1169 / 5105","Fabricated depictions/minors","Concerning offenses involving fabricated depictions of minors.","","1169","SB 5105","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Orwall","2025-01-13","2025-02-05","SFN,Loc","","0","0","0","9.68a.011|9.68a.050|9.68a.053|9.68a.060|9.68a.070|9.68a.075|9.68a.110"
"1170","AI content notices","Informing users when content is developed or modified by artificial intelligence.","","1170","HB 1170","RULES","","","H","Referred to Rules 2 Review.","1","Shavers","2025-01-13","2025-01-31","SFN","","0","0","0",""
"1170","AI content notices","Informing users when content is developed or modified by artificial intelligence.","","1170","SHB 1170","RULES","","","H","Referred to Rules 2 Review.","1","Shavers","2025-01-28","2025-01-31","SFN","","0","0","0",""
"1171","Mandated reporting/higher ed","Exempting attorney higher education employees from certain mandated reporting of child abuse and neglect.","SHB 1171","1171","HB 1171","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Pollet","2025-01-13","2025-03-03","SFN","","0","0","0",""
"1171","Mandated reporting/higher ed","Exempting attorney higher education employees from certain mandated reporting of child abuse and neglect.","SHB 1171","1171","SHB 1171","ENACTED","","","","Effective date 7/27/2025.","1","Pollet","2025-02-14","2025-04-30","","","0","0","0",""
"1172 / 5172","Fire district civil service","Concerning fire protection district civil service systems.","HB 1172","1172","HB 1172","ENACTED","","","","Effective date 7/27/2025.","1","Schmidt","2025-01-13","2025-04-11","SFN,Loc","","0","0","0",""
"1172 / 5172","Fire district civil service","Concerning fire protection district civil service systems.","HB 1172","1172","SB 5172","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Christian","2025-01-13","2025-04-27","","","0","0","0",""
"1173","High-hazard facility wages","Concerning wages for journeypersons in high-hazard facilities.","","1173","HB 1173","FLOOR","","","H","","0","Bronoske","2025-01-13","","SFN","","0","0","0","49.80.010|49.80.040"
"1173 / 5447","High-hazard facility wages","Concerning wages for journeypersons in high-hazard facilities.","EHB 1173","1173","EHB 1173","ENACTED","","","","Effective date 1/1/2026.","1","Bronoske","2025-01-13","2025-05-09","SFN","","0","0","0","49.80.010|49.80.040"
"1173 / 5447","High-hazard facility wages","Concerning wages for journeypersons in high-hazard facilities.","EHB 1173","1173","SB 5447","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Saldaña","2025-01-23","2025-01-23","SFN","","0","0","0",""
"1174","Court interpreters","Concerning court interpreters.","E2SHB 1174","1174","HB 1174","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Peterson","2025-01-13","2025-03-05","SFN,Loc","O","0","0","0","13.04.043|2.42.120|2.43|2.43.010|2.43.020|2.43.030|2.43.040|2.43.040|2.43.050|2.43.060|2.43.070|2.43.080|2.43.080|2.43.090|2.56.030|7.105.245"
"1174","Court interpreters","Concerning court interpreters.","E2SHB 1174","1174","SHB 1174","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Peterson","2025-02-14","2025-03-05","SFN,Loc","O","0","0","0","13.04.043|2.42.120|2.43|2.43.010|2.43.020|2.43.030|2.43.040|2.43.040|2.43.050|2.43.060|2.43.070|2.43.080|2.43.080|2.43.090|2.56.030|7.105.245"
"1174","Court interpreters","Concerning court interpreters.","E2SHB 1174","1174","2SHB 1174","OTHER","","","H","","0","Peterson","2025-02-28","","SFN,Loc","O","0","0","0","13.04.043|2.42.120|2.43|2.43.010|2.43.020|2.43.030|2.43.040|2.43.040|2.43.050|2.43.060|2.43.070|2.43.080|2.43.080|2.43.090|2.56.030|7.105.245"
"1174","Court interpreters","Concerning court interpreters.","E2SHB 1174","1174","E2SHB 1174","ENACTED","","","","Effective date 7/27/2025.","1","Peterson","2025-02-28","2025-04-16","SFN,Loc","O","0","0","0","13.04.043|2.42.120|2.43|2.43.010|2.43.020|2.43.030|2.43.040|2.43.040|2.43.050|2.43.060|2.43.070|2.43.080|2.43.080|2.43.090|2.56.030|7.105.245"
"1175","Small businesses/residential","Allowing small business establishments in residential zones.","","1175","HB 1175","RULES","","","H","Returned to Rules Committee for second reading.","1","Klicker","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","35.21|35a.21"
"1175","Small businesses/residential","Allowing small business establishments in residential zones.","","1175","SHB 1175","RULES","","","H","Returned to Rules Committee for second reading.","1","Klicker","2025-01-24","2025-03-19","SFN,Loc","","0","0","0","35.21|35a.21"
"1175","Small businesses/residential","Allowing small business establishments in residential zones.","","1175","2SHB 1175","RULES","","","H","Returned to Rules Committee for second reading.","1","Klicker","2025-02-25","2025-03-19","SFN,Loc","","0","0","0","35.21|35a.21|43.21c.450"
"1176","Health care/minors","Concerning greater consistency in the provision of health care services for minors under the age of 17.","","1176","HB 1176","COMMITTEE","HCW","true","H","First reading, referred to Health Care & Wellness.","1","Walsh","2025-01-13","2025-01-13","","","0","0","0","26.28|70.24.110|71.34.500|71.34.510|71.34.520|71.34.530|9.02"
"1177 / 5508","Child welfare housing assist","Concerning the child welfare housing assistance program.","","1177","HB 1177","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Ortiz-Self","2025-01-13","2025-03-03","SFN","","0","0","0","13.34.030|74.13.802"
"1177 / 5508","Child welfare housing assist","Concerning the child welfare housing assistance program.","","1177","SB 5508","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Krishnadasan","2025-01-27","2025-02-13","SFN","","0","0","0","13.34.030|74.13.802"
"1177","Child welfare housing assist","Concerning the child welfare housing assistance program.","SHB 1177","1177","SHB 1177","ENACTED","","","","Effective date 7/27/2025.","1","Ortiz-Self","2025-01-31","2025-04-25","SFN","","0","0","0",""
"1178","Sentencing enhancements","Concerning sentencing enhancements.","","1178","HB 1178","RULES","","","H","Returned to Rules Committee for second reading.","1","Goodman","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","10.01.210|69.50.435|72.01.410|9.94a.030|9.94a.533|9.94a.599|9.94a.729|9.94a.833"
"1178","Sentencing enhancements","Concerning sentencing enhancements.","","1178","SHB 1178","RULES","","","H","Returned to Rules Committee for second reading.","1","Goodman","2025-02-06","2025-03-19","SFN,Loc","","0","0","0","10.01.210|69.50.435|72.01.410|9.94a.030|9.94a.533|9.94a.599|9.94a.729|9.94a.833"
"1179","Property tax value freeze","Providing a property tax valuation freeze for senior citizens and disabled veterans.","","1179","HB 1179","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Volz","2025-01-13","2025-01-13","SFN,Loc","","0","0","0",""
"1180","Sex offender failure to reg.","Implementing certain recommendations from the sex offender policy board concerning the criminal offense of failure to register.","","1180","HB 1180","RULES","","","H","Referred to Rules 2 Review.","1","Farivar","2025-01-13","2025-02-20","SFN,Loc","","0","0","0","72.09.270|9.94a.030|9.94a.515|9.94a.701|9a.44|9a.44.132|9a.44.140|9a.44.144"
"1180","Sex offender failure to reg.","Implementing certain recommendations from the sex offender policy board concerning the criminal offense of failure to register.","","1180","SHB 1180","RULES","","","H","Referred to Rules 2 Review.","1","Farivar","2025-02-17","2025-02-20","SFN,Loc","","0","0","0","72.09.270|9.94a.030|9.94a.501|9.94a.501|9.94a.515|9.94a.701|9.94a.702|9a.44.132"
"1181","Labor standards","Concerning labor standards and the Washington minimum wage act.","","1181","HB 1181","COMMITTEE","LWS","true","H","First reading, referred to Labor & Workplace Standards.","1","Mena","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","49.46|49.46.010|49.46.020|49.46.180|49.46.200|49.46.210|49.46.300"
"1182","Parks & rec./interest arb.","Granting interest arbitration to certain parks and recreation commission employees.","","1182","HB 1182","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Paul","2025-01-13","2025-02-05","SFN","","0","0","0",""
"1182","Parks & rec./interest arb.","Granting interest arbitration to certain parks and recreation commission employees.","","1182","SHB 1182","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Paul","2025-01-31","2025-02-05","SFN","","0","0","0",""
"1183","Building codes","Concerning building code and development regulation reform.","2SHB 1183","1183","HB 1183","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Duerr","2025-01-13","2025-03-11","SFN,Loc","","0","0","0","19.27.042|35.21.990|35a.21.440|36.70a|36.70a.620"
"1183","Building codes","Concerning building code and development regulation reform.","2SHB 1183","1183","SHB 1183","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Duerr","2025-01-24","2025-03-11","SFN,Loc","","0","0","0","35.21.990|35a.21.440|36.70a|36.70a.620|70.87.030"
"1183","Building codes","Concerning building code and development regulation reform.","2SHB 1183","1183","2SHB 1183","ENACTED","","","","Effective date 7/27/2025.","1","Duerr","2025-02-25","2025-04-22","SFN,Loc","","0","0","0","35.21.990|35a.21.440|36.70a|36.70a.620"
"1184","Overtime exemption","Creating a narrow exemption from overtime provisions for certain nonprofits and small businesses.","","1184","HB 1184","COMMITTEE","LWS","true","H","First reading, referred to Labor & Workplace Standards.","1","Schmidt","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1185","Correctional industries comm","Concerning membership on the correctional industries advisory committee.","EHB 1185","1185","HB 1185","FLOOR","","","H","","0","Fosse","2025-01-13","","SFN","","0","0","0",""
"1185","Correctional industries comm","Concerning membership on the correctional industries advisory committee.","EHB 1185","1185","EHB 1185","ENACTED","","","","Effective date 7/27/2025.","1","Fosse","2025-01-13","2025-04-30","SFN","","0","0","0",""
"1186","Medication dispensing","Expanding the situations in which medications can be dispensed or delivered from hospitals and health care entities.","SHB 1186","1186","HB 1186","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Parshley","2025-01-13","2025-03-04","SFN,Loc","","0","0","0","18.64.450|70.41.480"
"1186","Medication dispensing","Expanding the situations in which medications can be dispensed or delivered from hospitals and health care entities.","SHB 1186","1186","SHB 1186","ENACTED","","","","Effective date 7/27/2025.","1","Parshley","2025-01-31","2025-05-12","","","0","0","0","18.64.450|70.41.480"
"1187","Delayed ambulance bills","Protecting patients involved in motor vehicle accidents from delayed ambulance bills.","","1187","HB 1187","RULES","","","H","Returned to Rules Committee for second reading.","1","Ryu","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","18.73|43.7"
"1187","Delayed ambulance bills","Protecting patients involved in motor vehicle accidents from delayed ambulance bills.","","1187","SHB 1187","RULES","","","H","Returned to Rules Committee for second reading.","1","Ryu","2025-02-19","2025-03-19","SFN,Loc","","0","0","0","18.73|48.02"
"1188","Wind & solar siting approval","Requiring local government and tribal approval of wind and solar siting recommendations by the energy facility site evaluation council.","","1188","HB 1188","COMMITTEE","E&E","true","H","First reading, referred to Environment & Energy.","1","Dye","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1189","School volunteers/conviction","Addressing parental involvement through volunteering in schools after a criminal conviction.","","1189","HB 1189","COMMITTEE","ED","true","H","First reading, referred to Education.","1","Simmons","2025-01-13","2025-01-13","SFN","","0","0","0","28a.320|28a.320.155|28a.400.303"
"1190","UW health sciences library","Allowing additional health professions to access the University of Washington health sciences library.","HB 1190","1190","HB 1190","ENACTED","","","","Effective date 7/27/2025.","1","Marshall","2025-01-13","2025-04-07","SFN","","0","0","0",""
"1191","Manufactured home titles","Concerning removing vehicle titles from manufactured homes.","EHB 1191","1191","HB 1191","FLOOR","","","H","","0","Connors","2025-01-13","","SFN","","0","0","0","65.20.020|65.20.030|65.20.050|65.20.060|65.20.070"
"1191","Manufactured home titles","Concerning removing vehicle titles from manufactured homes.","EHB 1191","1191","EHB 1191","ENACTED","","","","Effective date 10/15/2025.","1","Connors","2025-01-13","2025-04-11","SFN","","0","0","0","65.20.020|65.20.030|65.20.050|65.20.060|65.20.070"
"1192","DOC disciplinary hearings","Concerning disciplinary hearings held by the department of corrections.","","1192","HB 1192","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Simmons","2025-01-13","2025-02-19","SFN","","0","0","0","72.09|72.09.130|9.94a.737"
"1192","DOC disciplinary hearings","Concerning disciplinary hearings held by the department of corrections.","","1192","SHB 1192","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Simmons","2025-01-23","2025-02-19","SFN","","0","0","0","72.09|72.09.130|9.94a.737"
"1193","Child welfare workers","Increasing protections for child welfare workers.","","1193","HB 1193","COMMITTEE","CS","true","H","First reading, referred to Community Safety.","1","Couture","2025-01-13","2025-01-13","","","0","0","0","74.14b|74.14b.005|74.14b.010|9a.36.031"
"1194 / 5127","Collector vehicle licenses","Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.","","1194","HB 1194","COMMITTEE","TRAN","true","H","First reading, referred to Transportation.","1","Goodman","2025-01-13","2025-01-13","SFN,Loc","D","0","0","0","46.04.199|46.18.220|46.18.255|46.30.020"
"1194 / 5127","Collector vehicle licenses","Creating additional requirements for collector vehicle and horseless carriage license plates to improve compliance and public safety.","","1194","SB 5127","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Lovick","2025-01-13","2025-03-03","SFN,Loc","D","0","0","0","46.04.199|46.18.220|46.18.255|46.30.020"
"1195 / 5497","Housing & shelters","Concerning compliance with siting, development permit processes and standards, and requirements for permanent supportive housing, transitional housing, indoor emergency housing, or indoor emergency shelters.","","1195","HB 1195","RULES","","","H","Returned to Rules Committee for second reading.","1","Peterson","2025-01-13","2025-03-19","SFN,Loc","","0","0","0","35.21.683|35a.21.430|36.70a|43.33"
"1195 / 5497","Housing & shelters","Concerning compliance with siting, development permit processes and standards, and requirements for permanent supportive housing, transitional housing, indoor emergency housing, or indoor emergency shelters.","","1195","SB 5497","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Alvarado","2025-01-27","2025-01-27","SFN,Loc","","0","0","0","35.21.683|35a.21.430|36.70a|43.33"
"1195","Housing & shelters","Concerning compliance with siting, development permit processes and standards, and requirements for permanent supportive housing, transitional housing, indoor emergency housing, or indoor emergency shelters.","","1195","SHB 1195","RULES","","","H","Returned to Rules Committee for second reading.","1","Peterson","2025-01-30","2025-03-19","SFN,Loc","","0","0","0","35.21.683|35a.21.430|36.70a|43.33"
"1195","Housing & shelters","Concerning compliance with siting, development permit processes and standards, and requirements for permanent supportive housing, transitional housing, indoor emergency housing, or indoor emergency shelters.","","1195","2SHB 1195","RULES","","","H","Returned to Rules Committee for second reading.","1","Peterson","2025-02-20","2025-03-19","SFN,Loc","","0","0","0","35.21.683|35a.21.430|36.70a|43.33"
"1196","Voting rights/convictions","Revoking a person's voting rights only when convicted of a state crime punishable by death.","","1196","HB 1196","RULES","","","H","Referred to Rules 2 Review.","1","Simmons","2025-01-13","2025-02-13","SFN,Loc","","0","0","0","10.64.140|2.36.070|29a.04.079|29a.08|29a.08.230|29a.08.520|29a.08.810|29a.40.091|29a.68.020|72.09.275"
"1197 / 5166","Operating budget, supp.","Making 2023-2025 fiscal biennium second supplemental operating appropriations.","","1197","HB 1197","COMMITTEE","APP","true","H","First reading, referred to Appropriations.","1","Ormsby","2025-01-13","2025-01-13","","D","0","0","0","28b.76.525|34.12.130|38.40.200|38.40.210|38.40.220|51.44.170|72.09.780"
"1197 / 5166","Operating budget, supp.","Making 2023-2025 fiscal biennium second supplemental operating appropriations.","","1197","SB 5166","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Robinson","2025-01-13","2025-01-13","","D","0","0","0","28b.76.525|34.12.130|38.40.200|38.40.210|38.40.220|51.44.170|72.09.780"
"1198 / 5167","Operating budget","Making 2025-2027 fiscal biennium operating appropriations.","","1198","HB 1198","RULES","","","H","Referred to Rules 2 Review.","1","Ormsby","2025-01-13","2025-04-01","","D","0","0","0","15.76.115|28b.92.205|41.05.120|41.50.075|41.50.110|43.101.200|43.101.220|43.155.050|43.19.025|43.320.110|43.330.250|43.330.365|43.99n.060|50.16.010|50.24.014|69.50.540|70.104.110|70a.200.140|70a.65.030|70a.65.100|70a.65.250|70a.65.260|70a.65.300|72.09.780|79.64.040|79.64.110"
"1198","Operating budget","Making 2025-2027 fiscal biennium operating appropriations and 2023-2025 fiscal biennium second supplemental operating appropriations.","","1198","SHB 1198","RULES","","","H","Referred to Rules 2 Review.","1","Ormsby","2025-03-27","2025-04-01","","D","0","0","0","15.76.115|18.04.105|18.20.430|18.43.150|18.51.060|18.85.061|28b.15.066|28b.76.525|28b.92.205|28b.93.060|28b.99.030|28c.10.082|29b.60.080|34.12.130|36.22.175|38.40.200|38.40.210|38.40.220|40.14.024|40.14.025|40.14.026|41.05.120|41.06.280|41.06.285|41.50.110|42.17a.785|43.07.129|43.07.130|43.07.410|43.09.475|43.101.200|43.101.220|43.155.050|43.19.025|43.320.110|43.330.184|43.330.250|43.330.365|43.41.450|43.79.574|43.84.180|43.99n.060|44.90.070|46.09.510|46.66.080|50.16.010|50.24.014|51.44.170|53.20.090|69.50.540|70.128.160|70.245.150|70.330.020|70.79.350|70a.200.140|70a.65.030|70a.65.250|70a.65.260|70a.65.270|70a.65.300|71.24.580|71.24.890|72.09.780|74.31.060|74.39a.032|74.46.581|77.105.150|77.12.170|77.44.050|77.55.480|79.64.040|79.64.110|80.01.080|81.88.050|82.86.050|86.26.007|9.46.100"
"1199 / 5331","Insurance code violations","Strengthening consumer protection through increased insurer accountability for violations of the insurance code.","","1199","HB 1199","COMMITTEE","CPB","true","H","First reading, referred to Consumer Protection & Business.","1","Taylor","2025-01-13","2025-01-13","SFN","O","0","0","0","48.02.080|48.05.185"
"1199 / 5331","Insurance code violations","Strengthening consumer protection through increased insurer accountability for violations of the insurance code.","","1199","SB 5331","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Cortes","2025-01-17","2025-03-03","SFN","O","0","0","0","48.02.080|48.05.185"
"1200 / 5211","DD parental caregivers","Authorizing payment for parental caregivers of minor children with developmental disabilities.","","1200","HB 1200","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Taylor","2025-01-13","2025-02-18","SFN","","0","0","0","71a.12|71a.12.---"
"1200 / 5211","DD parental caregivers","Authorizing payment for parental caregivers of minor children with developmental disabilities.","","1200","SB 5211","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Frame","2025-01-13","2025-01-30","SFN","","0","0","0","71a.12|71a.12.---"
"1200","DD parental caregivers","Authorizing payment for parental caregivers of minor children with developmental disabilities.","","1200","SHB 1200","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Taylor","2025-02-14","2025-02-18","SFN","","0","0","0",""
"1201","Emergency shelters/pets","Identifying accommodations allowing pets in an emergency or extreme weather event.","ESHB 1201","1201","HB 1201","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Leavitt","2025-01-13","2025-03-04","SFN,Loc","","0","0","0",""
"1201","Emergency shelters/pets","Identifying accommodations allowing pets in an emergency or extreme weather event.","ESHB 1201","1201","SHB 1201","OTHER","","","H","","0","Leavitt","2025-01-29","","SFN,Loc","","0","0","0",""
"1201","Emergency shelters/pets","Identifying accommodations allowing pets in an emergency or extreme weather event.","ESHB 1201","1201","ESHB 1201","ENACTED","","","","Effective date 7/27/2025.","1","Leavitt","2025-01-29","2025-04-21","SFN,Loc","","0","0","0",""
"1202 / 5194","State gen. obligation bonds","Concerning state general obligation bonds and related accounts.","","1202","HB 1202","RULES","","","H","Referred to Rules 2 Review.","1","Tharinger","2025-01-13","2025-04-07","","D","0","0","0",""
"1202 / 5194","State gen. obligation bonds","Concerning state general obligation bonds and related accounts.","","1202","SB 5194","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Trudeau","2025-01-13","2025-04-05","","D","0","0","0",""
"1202","State gen. obligation bonds","Concerning state general obligation bonds and related accounts.","","1202","SHB 1202","RULES","","","H","Referred to Rules 2 Review.","1","Tharinger","2025-04-04","2025-04-07","","D","0","0","0",""
"1203 / 5183","Tobacco & nicotine products","Prohibiting the sale of certain tobacco and nicotine products.","","1203","HB 1203","COMMITTEE","FIN","false","H","Referred to Finance.","1","Reeves","2025-01-13","2025-02-21","SFN","","0","0","0","70|70.155.020|70.155.100|70.345.070|70.345.180|82.25.005|82.26.010"
"1203 / 5183","Tobacco & nicotine products","Prohibiting the sale of certain tobacco and nicotine products.","","1203","SB 5183","COMMITTEE","HLTC","true","S","First reading, referred to Health & Long-Term Care.","1","Nobles","2025-01-13","2025-01-13","SFN","","0","0","0","70|70.155.020|70.155.100|70.345.070|70.345.180|82.25.005|82.26.010"
"1204","Senior shared housing","Concerning senior shared housing in manufactured home communities.","","1204","HB 1204","RULES","","","H","Referred to Rules 2 Review.","1","Eslick","2025-01-13","2025-02-03","","","0","0","0","59.20.060|59.20.070|59.20.130"
"1205","Forged digital likeness","Prohibiting the knowing distribution of a forged digital likeness.","SHB 1205","1205","HB 1205","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Ryu","2025-01-13","2025-03-04","SFN,Loc","","0","0","0","9a.60.010|9a.60.045"
"1205","Forged digital likeness","Prohibiting the knowing distribution of a forged digital likeness.","SHB 1205","1205","SHB 1205","ENACTED","","","","Effective date 7/27/2025.","1","Ryu","2025-02-13","2025-04-16","SFN,Loc","","0","0","0","9a.60.010|9a.60.045"
"1206 / 5679","Multifamily tax exemption","Expanding eligibility to utilize the multifamily tax exemption program to all counties required or choosing to plan under RCW 36.70A.040.","","1206","HB 1206","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Low","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","84.14.010|84.14.040"
"1206 / 5679","Multifamily tax exemption","Expanding eligibility to utilize the multifamily tax exemption program to all counties required or choosing to plan under RCW 36.70A.040.","","1206","SB 5679","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Dozier","2025-02-06","2025-02-06","SFN,Loc","","0","0","0","84.14.010|84.14.040"
"1207","Superior court clerk fees","Concerning superior court clerk fees.","2SHB 1207","1207","HB 1207","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Thai","2025-01-13","2025-04-17","SFN,Loc","D","0","0","0","36.18.020|36.33|36.4"
