group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"5403","Direct cannabis sales","Supporting a sustainable cannabis industry.","ESSB 5403","5403","SSB 5403","OTHER","","","S","","0","Saldaña","2025-02-21","","SFN","","0","0","0",""
"5403","Direct cannabis sales","Supporting a sustainable cannabis industry. (REVISED FOR ENGROSSED: Limiting financial interest agreements for licensed cannabis retailers.)","ESSB 5403","5403","ESSB 5403","ENACTED","","","","Effective date 1/1/2026.","1","Saldaña","2025-02-21","2025-05-12","SFN","","0","0","0",""
"5405","Estate tax exclusion amount","Updating the inflation adjustment for the estate tax exclusion amount.","","5405","SB 5405","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Schoesler","2025-01-21","2025-01-21","SFN","","0","0","0",""
"5406","EV charging/state expense","Concerning the purchase of power at state expense for electric vehicle charging stations.","","5406","SB 5406","COMMITTEE","STATE GOVERNMENT, TRIBAL AFFAIRS & ELECTIONS","true","S","First reading, referred to State Government, Tribal Affairs & Elections.","1","Schoesler","2025-01-21","2025-01-21","","","0","0","0",""
"5408","Wage and salary disclosures","Allowing for corrections to wage and salary disclosures.","SSB 5408","5408","SSB 5408","ENACTED","","","","Effective date 7/27/2025.","1","King","2025-02-07","2025-05-20","SFN","","0","0","0",""
"5409","DOC healthy env. pilot","Concerning a pilot program creating a healthier environment for correctional officers, department of corrections staff, and individuals within a correctional facility.","","5409","SB 5409","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Wilson, C.","2025-01-22","2025-02-13","SFN","","0","0","0",""
"5410","Veteran parking privileges","Concerning parking privileges for veterans.","","5410","SSB 5410","RULES","","","S","Senate Rules ""X"" file.","1","Braun","2025-02-06","2025-03-17","","","0","0","0","41.04.007|46.19|46.19.010|46.19.040"
"5411","Pilates studios, etc./tax","Concerning the tax treatment of pilates studios and gymnastics facilities.","","5411","SB 5411","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Nobles","2025-01-22","2025-01-22","SFN,Loc","","0","0","0",""
"5412","Interfund loans/schools","Providing temporary interfund loans for school districts.","SSB 5412","5412","SB 5412","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Robinson","2025-01-22","2025-03-11","SFN","","0","0","0","28a.315.221|28a.320|28a.320.330|28a.505.130"
"5412","Interfund loans/schools","Providing temporary interfund loans for school districts.","SSB 5412","5412","SSB 5412","ENACTED","","","","Effective date 7/27/2025.","1","Robinson","2025-02-12","2025-05-20","","","0","0","0","28a.315.221|28a.320|28a.320.330|28a.335.120|28a.335.130|28a.505.130"
"5413","Detached ADUs","Establishing limitations on detached accessory dwelling units outside urban growth areas.","","5413","SB 5413","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Lovelett","2025-01-22","2025-01-22","","","0","0","0","36.70a|36.70a.696"
"5414","Social equity impact/audits","Requiring social equity impact analysis in performance audits and legislative public hearings thereon.","SB 5414","5414","SB 5414","ENACTED","","","","Effective date 7/27/2025.","1","Hasegawa","2025-01-22","2025-04-22","SFN","D","0","0","0",""
"5415","CBA financial feasibility","Concerning financial feasibility of collective bargaining agreements.","","5415","SB 5415","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Gildon","2025-01-22","2025-01-22","","","0","0","0","41.56.028|41.56.029|41.56.473|41.56.500|41.56.510|41.56.515|41.59.105|41.80.010|47.64.170|74.39a.300|74.39a.530"
"5416","Child care providers","Increasing affordable child care options by reducing barriers for providers.","","5416","SB 5416","COMMITTEE","ELK12","true","S","First reading, referred to Early Learning & K-12 Education.","1","Gildon","2025-01-22","2025-01-22","","","0","0","0","26.44.272|36.70a.450|43.216.010|43.216.015|43.216.065|43.216.085|43.216.087|43.216.089|43.216.090|43.216.110|43.216.135|43.216.250|43.216.255|43.216.395|43.216.515|43.216.555|43.216.578|43.216.660|43.216.742|43.31.575"
"5418","Charter school contracts","Concerning charter school contracts.","","5418","SB 5418","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Wellman","2025-01-22","2025-02-25","SFN","","0","0","0","28a.710.040|28a.710.160"
"5418","Charter school contracts","Concerning charter school contracts.","","5418","SSB 5418","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Wellman","2025-02-13","2025-04-27","","","0","0","0","28a.300.750|28a.710.040|28a.710.160"
"5419","Reports of fire losses","Modifying reports of fire losses.","SSB 5419","5419","SSB 5419","ENACTED","","","","Effective date 7/27/2025.","1","Lovick","2025-02-13","2025-05-12","SFN,Loc","O","0","0","0","42.56.400|48.05.320|48.50.040"
"5421","Small businesses/residential","Allowing small business establishments in residential zones.","","5421","SB 5421","COMMITTEE","LG","true","S","First reading, referred to Local Government.","1","Shewmake","2025-01-22","2025-01-22","SFN,Loc","","0","0","0","35.21|35a.21"
"5422","Collective bargaining/AI use","Allowing bargaining over matters related to certain uses of artificial intelligence.","","5422","SSB 5422","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Bateman","2025-02-21","2025-02-21","SFN,Loc","","0","0","0","41.56|41.56.021|41.8|41.80.040"
"5424","UW health sciences campus","Establishing a health sciences campus of the University of Washington.","","5424","SB 5424","COMMITTEE","HEWD","true","S","First reading, referred to Higher Education & Workforce Development.","1","Braun","2025-01-22","2025-01-22","SFN","","0","0","0",""
"5425","Energy independence act","Modernizing the energy independence act to avoid regulatory duplication and overlap with other laws.","","5425","SB 5425","COMMITTEE","EET","true","S","First reading, referred to Environment, Energy & Technology.","1","Boehnke","2025-01-22","2025-01-22","SFN,Loc","","0","0","0","19.285.010|19.285.020|19.285.040|19.285.045|19.285.050|19.285.060|19.285.070|19.285.080|19.29a.060|19.405.040"
"5426","Court alternatives/youth","Improving developmentally appropriate alternatives for youth outside the formal court process.","","5426","SSB 5426","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Wilson, C.","2025-02-05","2025-02-06","SFN,Loc","","0","0","0","13.06|13.06.010|13.06.030|13.06.040|13.4|13.40.020|13.40.080|2.56.032"
"5429","State building code council","Concerning membership in the state building code council.","","5429","SB 5429","COMMITTEE","LG","true","S","First reading, referred to Local Government.","1","Short","2025-01-22","2025-01-22","SFN,Loc","","0","0","0",""
"5430","Utility wildfire mitigation","Concerning approval of electric utility wildfire mitigation plans.","","5430","SSB 5430","RULES","","","S","Senate Rules ""X"" file.","1","Chapman","2025-02-14","2025-03-17","SFN,Loc","","0","0","0","80.24.010|80.28|80.28.440"
"5431","Tax and revenue laws","Modifying tax and revenue laws in a manner that is not estimated to affect state or local tax collections.","SSB 5431","5431","SB 5431","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Schoesler","2025-01-22","2025-02-19","SFN,Loc","","0","0","0","36.21.015|43.06.400|82.08.050|82.08.986"
"5431","Tax and revenue laws","Modifying tax and revenue laws in a manner that is not estimated to affect state or local tax collections.","SSB 5431","5431","SSB 5431","ENACTED","","","","Effective date 7/27/2025.","1","Schoesler","2025-02-06","2025-05-20","SFN,Loc","","0","0","0","43.06.400|82.08.050|82.08.986"
"5432","License plate production","Addressing license plate production issues.","","5432","SB 5432","RULES","","","S","Senate Rules ""X"" file.","1","Liias","2025-01-22","2025-03-17","SFN","","0","0","0","46.16a.305|72.6"
"5432","License plate production","Addressing license plate production issues.","","5432","SSB 5432","RULES","","","S","Senate Rules ""X"" file.","1","Liias","2025-02-20","2025-03-17","","","0","0","0","46.16a.305|72.6"
"5433","DOC employee bargaining","Exempting exclusive bargaining representatives for department of corrections employees from certain provisions related to coalition bargaining.","","5433","SSB 5433","RULES","","","S","Senate Rules ""X"" file.","1","Ramos","2025-02-07","2025-03-17","SFN","","0","0","0",""
"5434","Gubernatorial emergencies","Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.","","5434","SB 5434","RULES","","","S","Senate Rules ""X"" file.","1","Wagoner","2025-01-22","2025-03-17","SFN","","0","0","0","43.06.210|43.06.220"
"5434","Gubernatorial emergencies","Establishing balanced legislative oversight of gubernatorial powers during a declared emergency.","","5434","SSB 5434","RULES","","","S","Senate Rules ""X"" file.","1","Wagoner","2025-02-21","2025-03-17","","","0","0","0","43.06.210|43.06.220"
"5435","Collective bargaining reorg.","Reorganizing and adding subchapter headings to public employees' collective bargaining statutes.","SB 5435","5435","SB 5435","ENACTED","","","","Effective date 7/27/2025.","1","Ramos","2025-01-22","2025-05-16","SFN","","0","0","0","41.56.130|41.56.915"
"5436","Worship/access interference","Interfering with access to a place of religious worship.","","5436","SB 5436","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Salomon","2025-01-22","2025-03-03","SFN,Loc","","0","0","0",""
"5436","Worship/access interference","Interfering with access to a place of religious worship.","","5436","SSB 5436","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Salomon","2025-02-13","2025-04-27","SFN,Loc","","0","0","0",""
"5439","Thermal coal divestment/SIB","Concerning divestment of funds under management by the state investment board from thermal coal.","","5439","SB 5439","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Frame","2025-01-22","2025-01-22","","","0","0","0","43.21a|43.33a"
"5440","Single license plates","Allowing single license plates for certain vehicles.","","5440","SB 5440","COMMITTEE","TRAN","true","S","First reading, referred to Transportation.","1","MacEwen","2025-01-22","2025-01-22","SFN,Loc","","0","0","0","46.16a.200|46.17.200"
"5443","Fund-raising events","Concerning requirements for fund-raising events of bona fide charitable or nonprofit organizations.","","5443","SB 5443","COMMITTEE","BFST","true","S","First reading, referred to Business, Financial Services & Trade.","1","Cortes","2025-01-23","2025-01-23","","","0","0","0","9.46.0277|9.46.0315|9.46.0321|9.46.0323|9.46.0356"
"5444","Special license plates","Concerning special license plates and personalized license plates.","SSB 5444","5444","SSB 5444","ENACTED","","","","Effective date 7/27/2025*.","1","Cortes","2025-04-08","2025-05-20","SFN,Loc","","0","0","0","43.388.040|43.60a.140|44.04.300|46.04|46.17.210|46.17.220|46.18|46.18.060|46.18.200|46.68.420|46.68.425"
"5445","Local energy resilience","Encouraging utility investment in local energy resilience.","ESSB 5445","5445","SB 5445","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Boehnke","2025-01-23","2025-03-11","SFN,Loc","","0","0","0",""
"5445","Local energy resilience","Encouraging utility investment in local energy resilience.","ESSB 5445","5445","SSB 5445","OTHER","","","S","","0","Boehnke","2025-02-21","","SFN,Loc","","0","0","0","19.285.040|43.21c|43.21f|84.34.020|84.34.070"
"5445","Local energy resilience","Encouraging utility investment in local energy resilience. (REVISED FOR ENGROSSED: Encouraging the development of distributed energy resources.)","ESSB 5445","5445","ESSB 5445","ENACTED","","","","Effective date 7/27/2025.","1","Boehnke","2025-02-21","2025-05-13","SFN,Loc","","0","0","0","19.285.040|43.21c|43.21f|84.34.020|84.34.070"
"5448","Dialysis/certificate of need","Exempting certain dialysis services from certificate of need requirements.","","5448","SB 5448","COMMITTEE","HLTC","true","S","First reading, referred to Health & Long-Term Care.","1","Cleveland","2025-01-23","2025-01-23","SFN","","0","0","0",""
"5450","Sewage-containing spills","Increasing transparency regarding sewage-containing spills.","","5450","SSB 5450","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Slatter","2025-02-18","2025-02-19","SFN,Loc","","0","0","0",""
"5452","Psychiatric pharmacists","Allowing board-certified psychiatric pharmacists to be licensed as agency-affiliated counselors.","","5452","SB 5452","COMMITTEE","HLTC","true","S","First reading, referred to Health & Long-Term Care.","1","Slatter","2025-01-23","2025-01-23","SFN","","0","0","0",""
"5455","Cancer research endowment","Concerning the administration of the Andy Hill cancer research endowment.","SB 5455","5455","SB 5455","ENACTED","","","","Effective date 7/27/2025.","1","Harris","2025-01-23","2025-05-02","SFN","","0","0","0","43.348.010|43.348.020|43.348.040|43.348.060|43.348.080"
"5459","Call center retention","Concerning call center retention.","ESSB 5459","5459","SB 5459","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Stanford","2025-01-23","2025-03-03","SFN,Loc","","0","0","0","39.26|50"
"5459","Call center retention","Concerning call center retention.","ESSB 5459","5459","SSB 5459","OTHER","","","S","","0","Stanford","2025-02-14","","SFN,Loc","","0","0","0",""
"5459","Call center retention","Concerning call center retention.","ESSB 5459","5459","ESSB 5459","ENACTED","","","","Effective date 7/27/2025.","1","Stanford","2025-02-14","2025-04-22","SFN,Loc","","0","0","0",""
"5461","Intensive rural dev. areas","Concerning residential development in limited areas of more intensive rural development.","","5461","SB 5461","RULES","","","S","Senate Rules ""X"" file.","1","Lovelett","2025-01-23","2025-03-17","","","0","0","0",""
